Group Account Number|Outlet subAccountNumber|House Number
182152900001|0|16016
182152900001|100000200313|32974
182152900001|100010800024|30118
182152900001|100010900097|10109
182152900001|100013300030|
182152900001|100013300037|30848
182152900001|100013300056|31213
182152900001|100013300065|
182152900001|100013300105|
182152900001|100014300038|34122
182152900001|100014700060|30534
182152900001|100015300230|30474
182152900001|100017000011|34573
182152900001|100017600044|
182152900001|100017600046|
182152900001|100017700062|23191
182152900001|100018800008|30954
182152900001|100018800010|30709
182152900001|100019300004|
182152900001|100019300006|
182152900001|100019300026|
182152900001|100019300042|
182152900001|100019300045|24110
182152900001|100022400024|34055
182152900001|100022400096|34361
182152900001|100022500492|
182152900001|100025800007|
182152900001|100025800008|25466
182152900001|100025800012|
182152900001|100025800027|
182152900001|100025800038|
182152900001|100025800064|
182152900001|100025800078|
182152900001|100025800101|
182152900001|100025800516|
182152900001|100026000004|
182152900001|100026000008|22041
182152900001|100026000021|
182152900001|100026300005|13020
182152900001|100026600006|24204
182152900001|100026600017|31231
182152900001|100027200099|32790
182152900001|100028900010|
182152900001|100028900017|
182152900001|100028900019|34075
182152900001|100028900020|
182152900001|100028900023|
182152900001|100028900034|30258
182152900001|100029100341|23220
182152900001|100029400022|
182152900001|100030100053|22127
182152900001|100030100149|32624
182152900001|100032400042|
182152900001|100032400072|34232
182152900001|100032400087|26062
182152900001|100032400094|30696
182152900001|100032400107|
182152900001|100032400184|
182152900001|100032400216|34673
182152900001|100032400243|22008
182152900001|100032400245|
182152900001|100032400251|
182152900001|100032400292|18419
182152900001|100032400368|
182152900001|100032400378|
182152900001|100032400394|34765
182152900001|100032400409|32104
182152900001|100032400413|32627
182152900001|100032400435|34590
182152900001|100032400437|900718
182152900001|100032400444|
182152900001|100032400447|
182152900001|100032400465|31626
182152900001|100032400476|34738
182152900001|100032400480|23014
182152900001|100032400493|
182152900001|100032400506|17031
182152900001|100032400510|
182152900001|100032400516|
182152900001|100032400610|
182152900001|100032400634|24663
182152900001|100032400647|
182152900001|100032400655|
182152900001|100032400670|
182152900001|100032600015|30186
182152900001|100032800009|31684
182152900001|100035900030|
182152900001|100038600012|
182152900001|100038600025|
182152900001|100038600145|30320
182152900001|100041100013|20129
182152900001|100041100014|20076
182152900001|100041100033|20066
182152900001|100041100040|20120
182152900001|100042600106|24953
182152900001|100044500152|
182152900001|100045800007|31261
182152900001|100049200027|22431
182152900001|100050700221|
182152900001|100053100031|
182152900001|100053400009|
182152900001|100053400021|
182152900001|100054600526|
182152900001|100055100011|31930
182152900001|100055800052|23274
182152900001|100056200010|34157
182152900001|100056200041|34862
182152900001|100056200042|
182152900001|100056200051|
182152900001|100056200055|8139
182152900001|100056200060|33065
182152900001|100056200061|30058
182152900001|100056200063|30275
182152900001|100056200067|34125
182152900001|100056200083|34094
182152900001|100056200087|26154
182152900001|100056200092|23216
182152900001|100056200109|30968
182152900001|100056200117|34635
182152900001|100056200119|34411
182152900001|100056200123|31661
182152900001|100057500125|
182152900001|100058600014|
182152900001|100058600020|30906
182152900001|100058600024|34564
182152900001|100058600025|24788
182152900001|100058600028|22257
182152900001|100058600033|
182152900001|100058600038|
182152900001|100058600039|
182152900001|100058600045|
182152900001|100059300024|
182152900001|100059300031|
182152900001|100060800011|30625
182152900001|100060800018|30914
182152900001|100060800020|10027
182152900001|100060800026|32312
182152900001|100060800038|
182152900001|100060800046|
182152900001|100060800055|
182152900001|100063500005|
182152900001|100063500007|
182152900001|100063500008|32260
182152900001|100063500009|31071
182152900001|100063500010|
182152900001|100063500011|30901
182152900001|100063500018|900586
182152900001|100063500019|
182152900001|100063500026|33029
182152900001|100063500028|33039
182152900001|100063500030|33036
182152900001|100063500039|33025
182152900001|100063500060|32792
182152900001|100075300004|25545
182152900001|100081100004|31821
182152900001|100085800004|
182152900001|100088100004|
182152900001|100095500004|8217
182152900001|100136400004|34790
182152900001|100139700004|34083
182152900001|100149500004|24396
182152900001|100154200004|32208
182152900001|100161200004|30646
182152900001|100222500004|32310
182152900001|100242400004|30219
182152900001|100245700004|17010
182152900001|100252500004|22167
182152900001|100253200004|34780
182152900001|100262000004|
182152900001|100264000004|
182152900001|100265100004|
182152900001|100279300004|32232
182152900001|100280600004|31144
182152900001|100292100004|19017
182152900001|100348100004|
182152900001|100354100004|32318
182152900001|100359200004|31160
182152900001|100362500004|
182152900001|100384300004|
182152900001|100388600004|2020
182152900001|100428300004|30369
182152900001|100432100004|34211
182152900001|100442800004|30908
182152900001|100462200004|34017
182152900001|100484600004|12060
182152900001|100490500004|22205
182152900001|100493700004|24035
182152900001|100494000004|26112
182152900001|100494500004|30088
182152900001|100502200004|
182152900001|100512900004|30348
182152900001|100526200004|31310
182152900001|100545700004|
182152900001|100557200004|23364
182152900001|100560800004|32142
182152900001|100565400004|18451
182152900001|100580100004|24790
182152900001|100584100004|
182152900001|100585900004|32420
182152900001|100587600004|32947
182152900001|100624900004|24189
182152900001|100632200004|
182152900001|100640300004|34174
182152900001|100681400004|31620
182152900001|100735600004|23123
182152900001|100758800004|30214
182152900001|100774000004|31146
182152900001|100785300004|15098
182152900001|100815900004|24276
182152900001|100825300004|31782
182152900001|100828200004|8329
182152900001|100842300004|23148
182152900001|100909100004|
182152900001|100918000004|
182152900001|100965100004|31492
182152900001|100976100004|24959
182152900001|100978200004|22203
182152900001|101003000004|30097
182152900001|101054700004|18481
182152900001|101075100004|30976
182152900001|101117200004|18377
182152900001|101129800004|25317
182152900001|101137200004|30869
182152900001|101146100004|39056
182152900001|101153300004|32704
182152900001|101157500004|32074
182152900001|101163000004|30989
182152900001|101167300004|31236
182152900001|101179300004|34418
182152900001|101194300004|900343
182152900001|101219800004|25358
182152900001|101230800004|30737
182152900001|101245300004|
182152900001|101246800004|24387
182152900001|101252900004|32060
182152900001|101261100004|31699
182152900001|101269300004|31885
182152900001|101321800004|24420
182152900001|101344200004|34681
182152900001|101356600004|
182152900001|101369400004|
182152900001|101383900004|30846
182152900001|101414300004|17209
182152900001|101418400004|23021
182152900001|101421200004|32441
182152900001|101422400004|31303
182152900001|101450900004|32620
182152900001|101467800004|25484
182152900001|101488600004|32608
182152900001|101507700004|25514
182152900001|101514800004|10149
182152900001|101536600004|16018
182152900001|101544300004|17019
182152900001|101562700004|30993
182152900001|101567300004|900473
182152900001|101606500004|34199
182152900001|101633100004|34078
182152900001|101634500004|
182152900001|101636400004|900255
182152900001|101653900004|32810
182152900001|101664300004|20032
182152900001|101665200004|32377
182152900001|101678800004|34644
182152900001|101681500004|32382
182152900001|101719700004|
182152900001|101722500004|32360
182152900001|101726600004|25167
182152900001|101741600004|24824
182152900001|101745900004|34656
182152900001|101780200004|18061
182152900001|101790700004|26098
182152900001|101793900004|31832
182152900001|101812000004|31977
182152900001|101814400004|24961
182152900001|101853100004|30514
182152900001|101871300004|32686
182152900001|101876300004|32526
182152900001|101881000004|1270
182152900001|101900300004|30307
182152900001|101901900004|24118
182152900001|101912500004|900189
182152900001|101918600004|
182152900001|101928500004|30762
182152900001|101928700004|25254
182152900001|101956000004|24237
182152900001|101965600004|
182152900001|101973600004|
182152900001|101974900004|32510
182152900001|101980100004|15095
182152900001|102013600004|30489
182152900001|102055300004|26051
182152900001|102086800004|8159
182152900001|102089600004|30978
182152900001|102099300004|30969
182152900001|102109700004|30374
182152900001|102118300004|31594
182152900001|102118700004|34670
182152900001|102124600004|34115
182152900001|102146800004|24618
182152900001|102148300004|
182152900001|102158800004|
182152900001|102162300004|8049
182152900001|102178500004|24091
182152900001|102178600004|31045
182152900001|102192100004|
182152900001|102192700004|30835
182152900001|102195700004|15192
182152900001|102198800004|32150
182152900001|102225100004|31258
182152900001|102236700004|31682
182152900001|102237200004|31692
182152900001|102240300004|31123
182152900001|102242500004|31143
182152900001|102247200004|23395
182152900001|102255800004|25211
182152900001|102258400004|21001
182152900001|102259800004|31238
182152900001|102293700004|31201
182152900001|102311700004|18121
182152900001|102314000004|12008
182152900001|102325900004|25372
182152900001|102326000004|30809
182152900001|102365000004|30465
182152900001|102367200004|34613
182152900001|102381200004|25597
182152900001|102432100004|8155
182152900001|102432500004|
182152900001|102432600004|32430
182152900001|102493500004|15096
182152900001|102520400004|23288
182152900001|102529200004|32003
182152900001|102535400004|
182152900001|102554200004|30436
182152900001|102558900004|8161
182152900001|102567500004|24090
182152900001|102567600004|32705
182152900001|102619300004|31874
182152900001|102633700004|25365
182152900001|102639500004|8194
182152900001|102654500004|24295
182152900001|102663400004|32251
182152900001|102686700004|30321
182152900001|102689300004|23402
182152900001|102697100004|34514
182152900001|102704200004|30710
182152900001|102707600004|25643
182152900001|102710500004|30394
182152900001|102720100004|34124
182152900001|102722100004|31788
182152900001|102741300004|34071
182152900001|102752600004|31083
182152900001|102757800004|32125
182152900001|102761900004|32883
182152900001|102773200004|33017
182152900001|102801200004|30091
182152900001|102829900004|
182152900001|102833300004|900819
182152900001|102834100004|20098
182152900001|102845600004|25207
182152900001|102850000004|2043
182152900001|102855900004|30226
182152900001|102861300004|
182152900001|102890000004|24109
182152900001|102898500004|30342
182152900001|102915400004|
182152900001|102915500004|32527
182152900001|102922000004|32322
182152900001|102963400004|22175
182152900001|102975400004|22197
182152900001|102993300004|
182152900001|103011400004|24180
182152900001|103031000004|25622
182152900001|103037400004|32082
182152900001|103046000004|24059
182152900001|103081900004|
182152900001|103110900004|900002
182152900001|103123400004|31293
182152900001|103126800004|34795
182152900001|103127700004|34206
182152900001|103147300004|7002
182152900001|103187600004|
182152900001|103191200004|10104
182152900001|103194100004|32065
182152900001|103212800004|
182152900001|103232200004|23356
182152900001|103265300004|30682
182152900001|103292300004|31813
182152900001|103326200004|32539
182152900001|103336600004|30240
182152900001|103341500004|24758
182152900001|103354500004|32802
182152900001|103355400004|31982
182152900001|103368500004|30231
182152900001|103379400004|
182152900001|103384100004|
182152900001|103391700004|
182152900001|103395500004|24261
182152900001|103396400004|30804
182152900001|103421100004|30381
182152900001|103438200004|24230
182152900001|103445900004|34043
182152900001|103459900004|
182152900001|103460700004|32001
182152900001|103498000004|24240
182152900001|103515600004|34019
182152900001|103520200004|30821
182152900001|103529900004|31224
182152900001|103536500004|32583
182152900001|103536800004|18381
182152900001|103541900004|23154
182152900001|103543100004|25609
182152900001|103561400004|30018
182152900001|103562200004|
182152900001|103562900004|32467
182152900001|103566400004|30946
182152900001|103579100004|34053
182152900001|103581000004|30246
182152900001|103606800004|32147
182152900001|103610000004|1106
182152900001|103610800004|30301
182152900001|103616400004|32690
182152900001|103617900004|26029
182152900001|103640900004|24425
182152900001|103642900004|30702
182152900001|103654100004|30150
182152900001|103655700004|30128
182152900001|103657100004|
182152900001|103676600004|30842
182152900001|103717800004|34866
182152900001|103731800004|900388
182152900001|103742100004|24821
182152900001|103756000004|23265
182152900001|103762400004|32831
182152900001|103764000004|10074
182152900001|103764400004|22289
182152900001|103793600004|
182152900001|103826600004|30744
182152900001|103846200004|32965
182152900001|103850500004|10182
182152900001|103881400004|30229
182152900001|103882600004|23428
182152900001|103889000004|30643
182152900001|103904200004|31994
182152900001|103918200004|
182152900001|103932100004|31647
182152900001|103937100004|15280
182152900001|103951300004|
182152900001|103958300004|24065
182152900001|103965000004|900609
182152900001|103992100004|31702
182152900001|103995800004|33092
182152900001|104031800004|19069
182152900001|104032900004|32693
182152900001|104052800004|
182152900001|104062600004|24040
182152900001|104063100004|32850
182152900001|104077600004|30970
182152900001|104080700004|23416
182152900001|104099000004|31329
182152900001|104104700004|22194
182152900001|104113200004|24083
182152900001|104121400004|22130
182152900001|104129200004|31043
182152900001|104137000004|
182152900001|104138000004|31550
182152900001|104146200004|8269
182152900001|104153100004|
182152900001|104157300004|30825
182152900001|104174300004|30766
182152900001|104174800004|31630
182152900001|104177600004|19111
182152900001|104207800004|31830
182152900001|104235700004|31295
182152900001|104239300004|30276
182152900001|104246600004|30206
182152900001|104247900004|31025
182152900001|104256500004|30490
182152900001|104277900004|31611
182152900001|104290800004|18123
182152900001|104323800004|34551
182152900001|104328700004|900131
182152900001|104332100004|25397
182152900001|104333400004|31162
182152900001|104337700004|30502
182152900001|104351500004|23128
182152900001|104370200004|32537
182152900001|104390400004|32416
182152900001|104413000004|24466
182152900001|104424000004|34812
182152900001|104451700004|17165
182152900001|104455800004|30004
182152900001|104457000004|32926
182152900001|104461500004|19142
182152900001|104516400004|15162
182152900001|104555800004|22306
182152900001|104555900004|25105
182152900001|104557800004|22339
182152900001|104566600004|
182152900001|104567800004|23145
182152900001|104568200004|22097
182152900001|104628000004|30959
182152900001|104641500004|
182152900001|104646600004|23281
182152900001|104649400004|30063
182152900001|104656400004|31549
182152900001|104666800004|30764
182152900001|104670000004|30498
182152900001|104678700004|34049
182152900001|104697400004|30015
182152900001|104706100004|1088
182152900001|104711900004|34577
182152900001|104720700004|26091
182152900001|104730500004|26107
182152900001|104741200004|26043
182152900001|104744500004|24873
182152900001|104748500004|32540
182152900001|104759100004|31179
182152900001|104767800004|31835
182152900001|104779600004|24349
182152900001|104788600004|31122
182152900001|104830300004|34097
182152900001|104832100004|32895
182152900001|104834500004|25661
182152900001|104837800004|
182152900001|104841200004|
182152900001|104846100004|32747
182152900001|104865300004|24073
182152900001|104870300004|32519
182152900001|104889600004|24748
182152900001|104917500004|23361
182152900001|104917900004|23207
182152900001|104931600004|31714
182152900001|104939200004|34311
182152900001|104942200004|31836
182152900001|104949400004|32297
182152900001|104964000004|32562
182152900001|104975100004|24641
182152900001|104985500004|25213
182152900001|104986000004|30223
182152900001|105005200004|30985
182152900001|105011700004|31009
182152900001|105028300004|
182152900001|105036400004|17224
182152900001|105052300004|31263
182152900001|105053700004|30127
182152900001|105070600004|
182152900001|105081200004|17106
182152900001|105095100004|32512
182152900001|105101600004|25171
182152900001|105108400004|31326
182152900001|105113500004|900268
182152900001|105156400004|25506
182152900001|105185300004|31755
182152900001|105198200004|25281
182152900001|105202100004|30940
182152900001|105225000004|31512
182152900001|105246300004|31302
182152900001|105272800004|15026
182152900001|105284800004|24802
182152900001|105300600004|31063
182152900001|105312200004|25342
182152900001|105341300004|31436
182152900001|105354300004|900864
182152900001|105396800004|31168
182152900001|105398500004|31958
182152900001|105403200004|31147
182152900001|105430700004|24075
182152900001|105440900004|
182152900001|105477100004|32904
182152900001|105486300004|30162
182152900001|105487600004|900908
182152900001|105516000004|23073
182152900001|105519800004|26124
182152900001|105530700004|24883
182152900001|105555000004|34661
182152900001|105557000004|8281
182152900001|105565100004|30885
182152900001|105582500004|32344
182152900001|105605100004|30576
182152900001|105616300004|26175
182152900001|105636000004|30255
182152900001|105640300004|30049
182152900001|105642000004|31598
182152900001|105691600004|31352
182152900001|105706500004|25656
182152900001|105711000004|32485
182152900001|105761600004|24424
182152900001|105768800004|
182152900001|105795800004|19042
182152900001|105855000004|19056
182152900001|105872100004|31812
182152900001|105891300004|
182152900001|105907800004|31901
182152900001|105909400004|33103
182152900001|105912000004|25423
182152900001|105912100004|23406
182152900001|105915400004|32045
182152900001|105917700004|900741
182152900001|105923300004|25404
182152900001|105927200004|900222
182152900001|105928300004|30114
182152900001|105937200004|31487
182152900001|105938400004|30259
182152900001|105955600004|
182152900001|105960200004|31522
182152900001|105965900004|
182152900001|105968200004|15082
182152900001|105968700004|
182152900001|105971800004|
182152900001|105997600004|32556
182152900001|105999000004|34191
182152900001|106004900004|33001
182152900001|106006000004|30065
182152900001|106045400004|30228
182152900001|106053900004|32733
182152900001|106087200004|34300
182152900001|106088400004|30061
182152900001|106092100004|900589
182152900001|106093500004|19064
182152900001|106120500004|8311
182152900001|106143000004|30480
182152900001|106197500004|25359
182152900001|106203100004|30117
182152900001|106215300004|30437
182152900001|106223700004|900681
182152900001|106239300004|24401
182152900001|106248700004|19118
182152900001|106252200004|900437
182152900001|106256300004|24880
182152900001|106257700004|24858
182152900001|106260500004|32422
182152900001|106262800004|30027
182152900001|106263400004|24753
182152900001|106280100004|32366
182152900001|106287400004|31351
182152900001|106299500004|26158
182152900001|106319900004|24555
182152900001|106355100004|30398
182152900001|106361800004|32454
182152900001|106374100004|32498
182152900001|106374900004|31013
182152900001|106398900004|24317
182152900001|106410000004|
182152900001|106433700004|30037
182152900001|106434100004|32894
182152900001|106481100004|1016
182152900001|106484600004|32000
182152900001|106492300004|30795
182152900001|106495900004|32547
182152900001|106500600004|22053
182152900001|106509500004|24545
182152900001|106584700004|16005
182152900001|106598700004|25476
182152900001|106609900004|24862
182152900001|106626100004|24841
182152900001|106633200004|15069
182152900001|106649300004|18344
182152900001|106650100004|31413
182152900001|106655900004|31375
182152900001|106665500004|32323
182152900001|106706900004|
182152900001|106718200004|25279
182152900001|106719000004|24610
182152900001|106723900004|24503
182152900001|106734900004|18168
182152900001|106751800004|32446
182152900001|106755800004|34430
182152900001|106788500004|24725
182152900001|106809000004|25576
182152900001|106829200004|30160
182152900001|106855400004|15200
182152900001|106887300004|24995
182152900001|106892700004|24439
182152900001|106949100004|24087
182152900001|106975500004|31909
182152900001|106984800004|31442
182152900001|106985300004|24154
182152900001|106994900004|24512
182152900001|107012200004|32909
182152900001|107045500004|33015
182152900001|107069800004|
182152900001|107159300004|900821
182152900001|107169000004|32166
182152900001|107185400004|32381
182152900001|107192500004|900653
182152900001|107223500004|32696
182152900001|107230800004|31526
182152900001|107237700004|32925
182152900001|107258600004|24029
182152900001|107267600004|25549
182152900001|107276300004|900122
182152900001|107287500004|15190
182152900001|107290300004|
182152900001|107291100004|25580
182152900001|107303600004|25437
182152900001|107303900004|24021
182152900001|107305100004|900300
182152900001|107329700004|24465
182152900001|107366500004|30477
182152900001|107366900004|25504
182152900001|107369400004|24046
182152900001|107371300004|18378
182152900001|107387800004|32168
182152900001|107416300004|33087
182152900001|107460900004|25490
182152900001|107503500004|31039
182152900001|107504300004|24144
182152900001|107518700004|32460
182152900001|107523700004|32968
182152900001|107528400004|30249
182152900001|107553800004|31248
182152900001|107554900004|25183
182152900001|107571100004|24500
182152900001|107575100004|39049
182152900001|107577500004|25227
182152900001|107592600004|30406
182152900001|107608200004|25258
182152900001|107637500004|24311
182152900001|107665700004|31949
182152900001|107684100004|20025
182152900001|107917100004|900582
182152900001|108099100004|32551
182152900001|108265700004|24637
182152900001|108399500004|31340
182152900001|108656000004|30278
182152900001|108679700004|24259
182152900001|108817000004|24227
182152900001|108829900004|900724
182152900001|108832600004|900500
182152900001|108945800004|30486
182152900001|108971200004|24207
182152900001|109103700004|18146
182152900001|109132600004|24370
182152900001|109139500004|
182152900001|109226300004|24285
182152900001|109249200004|32434
182152900001|109341100004|900331
182152900001|109356800004|22010
182152900001|109475400004|25469
182152900001|109504100004|24507
182152900001|109547900004|25562
182152900001|109568800004|22290
182152900001|109571500004|34614
182152900001|109730700004|900737
182152900001|109894400004|26074
182152900001|109940400004|30626
182152900001|110006800004|900685
182152900001|110127200004|31514
182152900001|110163700004|900527
